CTMM10300P,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CTMM10300P/sms-n-martoglio---belpasso/personale/
PIMM83601B,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PIMM83601B/nelson-mandela/personale/
AVMM873022,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//AVMM873022/via-de-sanctis/personale/
RMEE8BD02G,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMEE8BD02G/valmontone-colle-vallerano/personale/
SIIC82500D,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//SIIC82500D/n-5---pier-andrea-mattioli/personale/
MEEE816061,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MEEE816061/fraz-tonnarella/personale/
CZEE843034,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CZEE843034/petrizzi-ic-chiaravalle/personale/
SSTD022018,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//SSTD022018/itcg---don-gavino-pes-tempio/personale/
VTAA819032,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//VTAA819032/sc-inf-grotte-di-castro/personale/
MIAA85501C,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MIAA85501C/c-collodi/personale/
ATAA810046,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//ATAA810046/scuola-infanzia-baldichieri/personale/
RMAA8A7027,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMAA8A7027/marino---castelluccia/personale/
MIAA84501T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MIAA84501T/rodari/personale/
ANEE83102X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//ANEE83102X/castelfidardo-a-dalla-chiesa/personale/
LUTF004018,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//LUTF004018/francesco-vecchiacchi/personale/
ALEE83502L,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//ALEE83502L/edmondo-de-amicis---sarezzano/personale/
PTEE82804G,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PTEE82804G/bertocci/personale/
TSEE805028,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TSEE805028/v-longo/personale/
OREE82001X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//OREE82001X/oristano-via-solferino/personale/
VACT705009,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//VACT705009/ctp-eda-gallarate/personale/
MNAA812046,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MNAA812046/buscoldo/personale/
CZMM86101E,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CZMM86101E/sms-catanzaro-mattia-preti-ic/personale/
PNIS00300Q,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PNIS00300Q/is-e-torricelli/personale/
RMRH03101X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMRH03101X/paolo-baffi/personale/
MIEE8ES038,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MIEE8ES038/d-alighieri/personale/
TOAA87401T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TOAA87401T/ic-vinovo/personale/
RMPS19000T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMPS19000T/liceo-scientifico-keplero/personale/
CAEE89305T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CAEE89305T/buon-pastore-cagliari/personale/
TOAA8B8014,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TOAA8B8014/ic-gabelli--tommaso-di-savoia/personale/
PZAA82108C,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PZAA82108C/scuola-infanzia---calvello/personale/
CAAA86802R,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CAAA86802R/via-parigi/personale/
BSIC88900L,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//BSIC88900L/ic-gussago/personale/
PAIC839004,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PAIC839004/ic-marineo---bolognetta/personale/
PZEE82403X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//PZEE82403X/primaria---balvano/personale/
LUAA814013,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//LUAA814013/infanzia-borgo-a-mozzano/personale/
MIAA8AU027,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//MIAA8AU027/andersen/personale/
TOIC82400X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TOIC82400X/ic-santantonino-di-susa/personale/
VARI00801Q,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//VARI00801Q/ipsia-ponti-gallarate-diurno/personale/
CSAA89002G,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CSAA89002G/rende---roges/personale/
VEEE87101X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//VEEE87101X/c-baseggio/personale/
TAEE81201R,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TAEE81201R/de-gasperi/personale/
RMAA87701T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMAA87701T/scuola-dellinfanzia/personale/
BSEE85301X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//BSEE85301X/primaria-don-milani-nave/personale/
TRMM81402E,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TRMM81402E/san-gemini-avolta/personale/
RMIC8D500D,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//RMIC8D500D/ic-velletri-nord/personale/
CEEE81306C,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//CEEE81306C/spotito-sannitico-centro-gioia/personale/
KREE82403N,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//KREE82403N/karol-wojtyla/personale/
BAMM824019,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//BAMM824019/rita-levi-montalcini/personale/
VBMM806032,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//VBMM806032/sms-di-mergozzo/personale/
BAEE838018,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//BAEE838018/cappuccini-1-cd-noci/personale/
KRIS00400C,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//KRIS00400C/giuseppe-gangale/personale/
TVEE87205X,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TVEE87205X/l-carrer---s-antonino/personale/
TPAA81002T,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//TPAA81002T/scuola-infanzia-europa/personale/
APEE805066,https://cercalatuascuola.istruzione.it/cercalatuascuola/istituti//APEE805066/svittoria-in-matenano/personale/
